workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5247,Experiment Group,that,,7,,,0.1,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5247,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,7,,
5247,Experiment Group,filler_bad,,9011,,,0.01,"Refuse to write, Maria did the article.",9011,8,,
5247,Experiment Group,null,,6,,,0.24,Emily meets the colleagues who you suppose finalized the plan right away.,1062,9,,
5247,Experiment Group,filler_good,,8009,,,0.93,It seems to Carla that Robert studied for the test effectively.,8009,10,,
5247,Experiment Group,that,,10,,,0,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,11,,
5247,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,12,,
5247,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,13,,
5247,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,14,,
5247,Experiment Group,that,,3,,,0.37,Sophia identifies the researchers who we assume that published the article last year.,1031,15,,
5247,Experiment Group,null,,5,,,1,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,16,,
5247,Experiment Group,filler_good,,8010,,,0.98,It seems to Dave that Gregory left deliberately. ,8010,17,,
5247,Experiment Group,that,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,18,,
5247,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,19,,
5247,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,20,,
5247,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,21,,
5247,Experiment Group,null,,2,,,1,Mary recognizes the employees who we think completed the report very early.,1022,22,,
5247,Experiment Group,that,,12,,,0.01,Derek supports the directors who you suppose that approved the proposal that evening.,1121,23,,
5247,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,24,,
5234,Experiment Group,,,,practice_good,practice_good,0.96,,,0,0,
5234,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5234,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,1,,
5234,Experiment Group,null,,2,,,0.61,Mary recognizes the employees who we think completed the report very early.,1022,2,,
5234,Experiment Group,filler_good,,8010,,,0.97,It seems to Dave that Gregory left deliberately. ,8010,3,,
5234,Experiment Group,that,,1,,,0.01,Julia knows the students who you believe that submitted the assignment on time.,1011,4,,
5234,Experiment Group,that,,9,,,0.03,Ben respects the professors who we assume that established the system long ago.,1091,5,,
5234,Experiment Group,null,,11,,,0.54,Paul visits the technicians who we claim processed the application earlier today.,1112,6,,
5234,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,7,,
5234,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,8,,
5234,Experiment Group,null,,8,,,0.47,Charles notices the experts who you think updated the software last month.,1082,9,,
5234,Experiment Group,filler_good,,8009,,,0.97,It seems to Carla that Robert studied for the test effectively.,8009,10,,
5234,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,11,,
5234,Experiment Group,that,,5,,,0,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,12,,
5234,Experiment Group,that,,12,,,0,Derek supports the directors who you suppose that approved the proposal that evening.,1121,13,,
5234,Experiment Group,filler_bad,,9004,,,0.01,The student was punished the student.,9004,14,,
5234,Experiment Group,null,,6,,,0.29,Emily meets the colleagues who you suppose finalized the plan right away.,1062,15,,
5234,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,16,,
5234,Experiment Group,filler_good,,8011,,,0.99,It seems to Nathan that Keith finished the work efficiently.,8011,17,,
5234,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,18,,
5234,Experiment Group,that,,7,,,0.02,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,19,,
5234,Experiment Group,null,,3,,,0.81,Sophia identifies the researchers who we assume published the article last year.,1032,20,,
5234,Experiment Group,filler_good,,8012,,,0.8,It seems to Mike that Martha helped the student generously. ,8012,21,,
5234,Experiment Group,null,,4,,,0.96,Kate calls the workers who you say filed the complaint this week.,1042,22,,
5234,Experiment Group,that,,10,,,0.07,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,23,,
5234,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,24,,
5316,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5316,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5316,Experiment Group,null,,7,,,0.95,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,1,,
5316,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,2,,
5316,Experiment Group,that,,10,,,0.81,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,3,,
5316,Experiment Group,filler_bad,,9008,,,0.09,Who is that the jail must release accepted by few citizens?,9008,4,,
5316,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,5,,
5316,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,6,,
5316,Experiment Group,that,,1,,,0.71,Julia knows the students who you believe that submitted the assignment on time.,1011,7,,
5316,Experiment Group,null,,6,,,0.74,Emily meets the colleagues who you suppose finalized the plan right away.,1062,8,,
5316,Experiment Group,null,,3,,,0.96,Sophia identifies the researchers who we assume published the article last year.,1032,9,,
5316,Experiment Group,that,,5,,,0.5,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,10,,
5316,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,11,,
5316,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,12,,
5316,Experiment Group,that,,11,,,0.43,Paul visits the technicians who we claim that processed the application earlier today.,1111,13,,
5316,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,14,,
5316,Experiment Group,null,,12,,,0.61,Derek supports the directors who you suppose approved the proposal that evening.,1122,15,,
5316,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,16,,
5316,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,17,,
5316,Experiment Group,that,,4,,,0.81,Kate calls the workers who you say that filed the complaint this week.,1041,18,,
5316,Experiment Group,null,,9,,,0.76,Ben respects the professors who we assume established the system long ago.,1092,19,,
5316,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,20,,
5316,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,21,,
5316,Experiment Group,null,,2,,,0.55,Mary recognizes the employees who we think completed the report very early.,1022,22,,
5316,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,23,,
5316,Experiment Group,that,,8,,,0.73,Charles notices the experts who you think that updated the software last month.,1081,24,,
5323,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5323,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5323,Experiment Group,that,,10,,,0,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,1,,
5323,Experiment Group,null,,4,,,0.34,Kate calls the workers who you say filed the complaint this week.,1042,2,,
5323,Experiment Group,filler_good,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,3,,
5323,Experiment Group,filler_bad,,9009,,,0.02,"Promise to wash, Neal did the car.",9009,4,,
5323,Experiment Group,filler_good,,8006,,,0.98,Tommy attempted to take a picture.,8006,5,,
5323,Experiment Group,filler_bad,,9001,,,0.01,John was kissed John.,9001,6,,
5323,Experiment Group,that,,6,,,0.01,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,7,,
5323,Experiment Group,null,,5,,,0.53,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,8,,
5323,Experiment Group,null,,11,,,0.4,Paul visits the technicians who we claim processed the application earlier today.,1112,9,,
5323,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,10,,
5323,Experiment Group,filler_bad,,9012,,,0.02,"Tried to bury, Kimberly did the treasure chest.",9012,11,,
5323,Experiment Group,that,,1,,,0,Julia knows the students who you believe that submitted the assignment on time.,1011,12,,
5323,Experiment Group,that,,12,,,0,Derek supports the directors who you suppose that approved the proposal that evening.,1121,13,,
5323,Experiment Group,filler_good,,8011,,,0.98,It seems to Nathan that Keith finished the work efficiently.,8011,14,,
5323,Experiment Group,null,,2,,,0.71,Mary recognizes the employees who we think completed the report very early.,1022,15,,
5323,Experiment Group,filler_bad,,9007,,,0.02,Who was that Martian kidnapped believed by no one?,9007,16,,
5323,Experiment Group,that,,8,,,0,Charles notices the experts who you think that updated the software last month.,1081,17,,
5323,Experiment Group,null,,9,,,0.78,Ben respects the professors who we assume established the system long ago.,1092,18,,
5323,Experiment Group,filler_good,,8004,,,0.99,Ali hates missing work. ,8004,19,,
5323,Experiment Group,filler_bad,,9011,,,0.02,"Refuse to write, Maria did the article.",9011,20,,
5323,Experiment Group,null,,7,,,0.79,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,21,,
5323,Experiment Group,filler_good,,8012,,,0.92,It seems to Mike that Martha helped the student generously. ,8012,22,,
5323,Experiment Group,that,,3,,,0.01,Sophia identifies the researchers who we assume that published the article last year.,1031,23,,
5323,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,24,,
5296,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5296,Experiment Group,,,,practice_bad,practice_bad,0.09,,,0,0,
5296,Experiment Group,that,,12,,,0.14,Derek supports the directors who you suppose that approved the proposal that evening.,1121,1,,
5296,Experiment Group,null,,9,,,0.86,Ben respects the professors who we assume established the system long ago.,1092,2,,
5296,Experiment Group,filler_bad,,9006,,,0.05,What was that the movers would break feared by the family?,9006,3,,
5296,Experiment Group,filler_good,,8001,,,0.98,Joshua hates eating sushi. ,8001,4,,
5296,Experiment Group,null,,7,,,0.88,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,5,,
5296,Experiment Group,that,,6,,,0.15,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,6,,
5296,Experiment Group,filler_bad,,9004,,,0.21,The student was punished the student.,9004,7,,
5296,Experiment Group,filler_good,,8011,,,0.94,It seems to Nathan that Keith finished the work efficiently.,8011,8,,
5296,Experiment Group,null,,8,,,0.67,Charles notices the experts who you think updated the software last month.,1082,9,,
5296,Experiment Group,that,,3,,,0.33,Sophia identifies the researchers who we assume that published the article last year.,1031,10,,
5296,Experiment Group,filler_bad,,9005,,,0.18,Who was that the principal would fire expected by the reporters?,9005,11,,
5296,Experiment Group,filler_good,,8012,,,0.95,It seems to Mike that Martha helped the student generously. ,8012,12,,
5296,Experiment Group,null,,10,,,0.87,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,13,,
5296,Experiment Group,that,,2,,,0.08,Mary recognizes the employees who we think that completed the report very early.,1021,14,,
5296,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,15,,
5296,Experiment Group,filler_bad,,9003,,,0.16,The hedges were trimmed the hedges.,9003,16,,
5296,Experiment Group,filler_bad,,9008,,,0.06,Who is that the jail must release accepted by few citizens?,9008,17,,
5296,Experiment Group,null,,4,,,0.81,Kate calls the workers who you say filed the complaint this week.,1042,18,,
5296,Experiment Group,filler_good,,8003,,,0.99,Lisa likes taking vacations.,8003,19,,
5296,Experiment Group,that,,5,,,0.19,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,20,,
5296,Experiment Group,filler_good,,8005,,,0.99,Vivian attempted to write short stories.,8005,21,,
5296,Experiment Group,filler_bad,,9002,,,0.19,The money was stolen the money.,9002,22,,
5296,Experiment Group,that,,11,,,0.29,Paul visits the technicians who we claim that processed the application earlier today.,1111,23,,
5296,Experiment Group,null,,1,,,0.87,Julia knows the students who you believe submitted the assignment on time.,1012,24,,
5278,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5278,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5278,Experiment Group,null,,5,,,0.57,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,1,,
5278,Experiment Group,filler_bad,,9012,,,0.11,"Tried to bury, Kimberly did the treasure chest.",9012,2,,
5278,Experiment Group,filler_good,,8012,,,0.68,It seems to Mike that Martha helped the student generously. ,8012,3,,
5278,Experiment Group,that,,4,,,0.2,Kate calls the workers who you say that filed the complaint this week.,1041,4,,
5278,Experiment Group,that,,11,,,0.22,Paul visits the technicians who we claim that processed the application earlier today.,1111,5,,
5278,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,6,,
5278,Experiment Group,null,,6,,,0.21,Emily meets the colleagues who you suppose finalized the plan right away.,1062,7,,
5278,Experiment Group,filler_bad,,9009,,,0.12,"Promise to wash, Neal did the car.",9009,8,,
5278,Experiment Group,null,,1,,,0.15,Julia knows the students who you believe submitted the assignment on time.,1012,9,,
5278,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,10,,
5278,Experiment Group,that,,7,,,0.32,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,11,,
5278,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,12,,
5278,Experiment Group,filler_good,,8011,,,0.94,It seems to Nathan that Keith finished the work efficiently.,8011,13,,
5278,Experiment Group,filler_bad,,9002,,,0.49,The money was stolen the money.,9002,14,,
5278,Experiment Group,null,,10,,,0.73,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,15,,
5278,Experiment Group,that,,8,,,0.24,Charles notices the experts who you think that updated the software last month.,1081,16,,
5278,Experiment Group,null,,2,,,0.76,Mary recognizes the employees who we think completed the report very early.,1022,17,,
5278,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,18,,
5278,Experiment Group,that,,9,,,0.21,Ben respects the professors who we assume that established the system long ago.,1091,19,,
5278,Experiment Group,filler_bad,,9003,,,0.21,The hedges were trimmed the hedges.,9003,20,,
5278,Experiment Group,that,,3,,,0.26,Sophia identifies the researchers who we assume that published the article last year.,1031,21,,
5278,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,22,,
5278,Experiment Group,null,,12,,,0.24,Derek supports the directors who you suppose approved the proposal that evening.,1122,23,,
5278,Experiment Group,filler_bad,,9010,,,0.11,"Want to eat, James did the pie.",9010,24,,
5277,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5277,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5277,Experiment Group,that,,3,,,0.16,Sophia identifies the researchers who we assume that published the article last year.,1031,1,,
5277,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,2,,
5277,Experiment Group,null,,7,,,0.98,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,3,,
5277,Experiment Group,filler_good,,8010,,,0.98,It seems to Dave that Gregory left deliberately. ,8010,4,,
5277,Experiment Group,filler_good,,8007,,,0.97,Valerie attempted to cancel her magazine subscription.,8007,5,,
5277,Experiment Group,null,,12,,,0.47,Derek supports the directors who you suppose approved the proposal that evening.,1122,6,,
5277,Experiment Group,filler_bad,,9008,,,0.01,Who is that the jail must release accepted by few citizens?,9008,7,,
5277,Experiment Group,that,,1,,,0.16,Julia knows the students who you believe that submitted the assignment on time.,1011,8,,
5277,Experiment Group,that,,8,,,0.16,Charles notices the experts who you think that updated the software last month.,1081,9,,
5277,Experiment Group,null,,2,,,0.97,Mary recognizes the employees who we think completed the report very early.,1022,10,,
5277,Experiment Group,filler_good,,8011,,,0.98,It seems to Nathan that Keith finished the work efficiently.,8011,11,,
5277,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,12,,
5277,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,13,,
5277,Experiment Group,null,,10,,,0.99,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,14,,
5277,Experiment Group,filler_bad,,9012,,,0.01,"Tried to bury, Kimberly did the treasure chest.",9012,15,,
5277,Experiment Group,that,,6,,,0.01,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,16,,
5277,Experiment Group,that,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,17,,
5277,Experiment Group,filler_bad,,9007,,,0.01,Who was that Martian kidnapped believed by no one?,9007,18,,
5277,Experiment Group,null,,4,,,0.53,Kate calls the workers who you say filed the complaint this week.,1042,19,,
5277,Experiment Group,filler_good,,8009,,,0.23,It seems to Carla that Robert studied for the test effectively.,8009,20,,
5277,Experiment Group,filler_bad,,9001,,,0.02,John was kissed John.,9001,21,,
5277,Experiment Group,null,,5,,,0.99,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,22,,
5277,Experiment Group,that,,9,,,0.02,Ben respects the professors who we assume that established the system long ago.,1091,23,,
5277,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,24,,
5257,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5257,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5257,Experiment Group,null,,10,,,0,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,1,,
5257,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,2,,
5257,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,3,,
5257,Experiment Group,that,,6,,,0,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,4,,
5257,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,5,,
5257,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,6,,
5257,Experiment Group,that,,5,,,0,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,7,,
5257,Experiment Group,null,,4,,,0,Kate calls the workers who you say filed the complaint this week.,1042,8,,
5257,Experiment Group,null,,2,,,0,Mary recognizes the employees who we think completed the report very early.,1022,9,,
5257,Experiment Group,that,,8,,,0,Charles notices the experts who you think that updated the software last month.,1081,10,,
5257,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,11,,
5257,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,12,,
5257,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,13,,
5257,Experiment Group,null,,3,,,0.2,Sophia identifies the researchers who we assume published the article last year.,1032,14,,
5257,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,15,,
5257,Experiment Group,that,,12,,,0.03,Derek supports the directors who you suppose that approved the proposal that evening.,1121,16,,
5257,Experiment Group,that,,7,,,0.07,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,17,,
5257,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,18,,
5257,Experiment Group,null,,11,,,0.09,Paul visits the technicians who we claim processed the application earlier today.,1112,19,,
5257,Experiment Group,filler_good,,8012,,,0.98,It seems to Mike that Martha helped the student generously. ,8012,20,,
5257,Experiment Group,null,,9,,,0.09,Ben respects the professors who we assume established the system long ago.,1092,21,,
5257,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,22,,
5257,Experiment Group,that,,1,,,0.06,Julia knows the students who you believe that submitted the assignment on time.,1011,23,,
5257,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,24,,
5313,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5313,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5313,Experiment Group,null,,8,,,0.64,Charles notices the experts who you think updated the software last month.,1082,1,,
5313,Experiment Group,that,,3,,,0.76,Sophia identifies the researchers who we assume that published the article last year.,1031,2,,
5313,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,3,,
5313,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,4,,
5313,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,5,,
5313,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,6,,
5313,Experiment Group,that,,11,,,0.35,Paul visits the technicians who we claim that processed the application earlier today.,1111,7,,
5313,Experiment Group,null,,10,,,1,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,8,,
5313,Experiment Group,null,,6,,,0.9,Emily meets the colleagues who you suppose finalized the plan right away.,1062,9,,
5313,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,10,,
5313,Experiment Group,that,,4,,,0.53,Kate calls the workers who you say that filed the complaint this week.,1041,11,,
5313,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,12,,
5313,Experiment Group,that,,5,,,0.72,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,13,,
5313,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,14,,
5313,Experiment Group,null,,2,,,0.67,Mary recognizes the employees who we think completed the report very early.,1022,15,,
5313,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,16,,
5313,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,17,,
5313,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,18,,
5313,Experiment Group,that,,1,,,0.63,Julia knows the students who you believe that submitted the assignment on time.,1011,19,,
5313,Experiment Group,filler_bad,,9002,,,0.12,The money was stolen the money.,9002,20,,
5313,Experiment Group,filler_bad,,9004,,,0.22,The student was punished the student.,9004,21,,
5313,Experiment Group,that,,7,,,0.53,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,22,,
5313,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,23,,
5313,Experiment Group,null,,12,,,0.32,Derek supports the directors who you suppose approved the proposal that evening.,1122,24,,
5259,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5259,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5259,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,1,,
5259,Experiment Group,null,,5,,,0.29,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,2,,
5259,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,3,,
5259,Experiment Group,that,,4,,,0,Kate calls the workers who you say that filed the complaint this week.,1041,4,,
5259,Experiment Group,filler_good,,8012,,,0.34,It seems to Mike that Martha helped the student generously. ,8012,5,,
5259,Experiment Group,that,,7,,,0,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5259,Experiment Group,null,,12,,,0.39,Derek supports the directors who you suppose approved the proposal that evening.,1122,7,,
5259,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,8,,
5259,Experiment Group,filler_good,,8009,,,0.74,It seems to Carla that Robert studied for the test effectively.,8009,9,,
5259,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,10,,
5259,Experiment Group,null,,2,,,0.72,Mary recognizes the employees who we think completed the report very early.,1022,11,,
5259,Experiment Group,that,,9,,,0,Ben respects the professors who we assume that established the system long ago.,1091,12,,
5259,Experiment Group,that,,3,,,0,Sophia identifies the researchers who we assume that published the article last year.,1031,13,,
5259,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,14,,
5259,Experiment Group,null,,11,,,0.73,Paul visits the technicians who we claim processed the application earlier today.,1112,15,,
5259,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,16,,
5259,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,17,,
5259,Experiment Group,that,,1,,,0.13,Julia knows the students who you believe that submitted the assignment on time.,1011,18,,
5259,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,19,,
5259,Experiment Group,null,,8,,,0,Charles notices the experts who you think updated the software last month.,1082,20,,
5259,Experiment Group,that,,10,,,0,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,21,,
5259,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,22,,
5259,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,23,,
5259,Experiment Group,null,,6,,,0,Emily meets the colleagues who you suppose finalized the plan right away.,1062,24,,
5292,Experiment Group,,,,practice_good,practice_good,0.92,,,0,0,
5292,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5292,Experiment Group,filler_bad,,9005,,,0.07,Who was that the principal would fire expected by the reporters?,9005,1,,
5292,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,2,,
5292,Experiment Group,null,,1,,,0.11,Julia knows the students who you believe submitted the assignment on time.,1012,3,,
5292,Experiment Group,that,,7,,,0.81,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,4,,
5292,Experiment Group,filler_bad,,9012,,,0.06,"Tried to bury, Kimberly did the treasure chest.",9012,5,,
5292,Experiment Group,null,,2,,,0.88,Mary recognizes the employees who we think completed the report very early.,1022,6,,
5292,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,7,,
5292,Experiment Group,that,,3,,,0.48,Sophia identifies the researchers who we assume that published the article last year.,1031,8,,
5292,Experiment Group,filler_bad,,9010,,,0.14,"Want to eat, James did the pie.",9010,9,,
5292,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,10,,
5292,Experiment Group,that,,12,,,0.31,Derek supports the directors who you suppose that approved the proposal that evening.,1121,11,,
5292,Experiment Group,null,,5,,,0.58,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,12,,
5292,Experiment Group,filler_bad,,9011,,,0.2,"Refuse to write, Maria did the article.",9011,13,,
5292,Experiment Group,that,,11,,,0.39,Paul visits the technicians who we claim that processed the application earlier today.,1111,14,,
5292,Experiment Group,null,,9,,,0.85,Ben respects the professors who we assume established the system long ago.,1092,15,,
5292,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,16,,
5292,Experiment Group,filler_bad,,9008,,,0.1,Who is that the jail must release accepted by few citizens?,9008,17,,
5292,Experiment Group,null,,8,,,0.78,Charles notices the experts who you think updated the software last month.,1082,18,,
5292,Experiment Group,that,,10,,,0.42,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,19,,
5292,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,20,,
5292,Experiment Group,filler_bad,,9003,,,0.18,The hedges were trimmed the hedges.,9003,21,,
5292,Experiment Group,null,,6,,,0.57,Emily meets the colleagues who you suppose finalized the plan right away.,1062,22,,
5292,Experiment Group,that,,4,,,0.35,Kate calls the workers who you say that filed the complaint this week.,1041,23,,
5292,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,24,,
5309,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5309,Experiment Group,,,,practice_bad,practice_bad,0.01,,,0,0,
5309,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,1,,
5309,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,2,,
5309,Experiment Group,null,,4,,,0.92,Kate calls the workers who you say filed the complaint this week.,1042,3,,
5309,Experiment Group,that,,6,,,0.27,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,4,,
5309,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,5,,
5309,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,6,,
5309,Experiment Group,that,,9,,,0.95,Ben respects the professors who we assume that established the system long ago.,1091,7,,
5309,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,8,,
