workerid,proliferate.condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5550,Experiment Group,,12,,,0.29,Derek supports the directors who you supposed approved the proposal that evening.,1122,1,,
5550,Experiment Group,,10,,,0.77,Daniel found the document which you said that the agents archived pretty efficiently.,1103,2,,
5550,Experiment Group,,11,,,0.42,Paul visits the technicians who we claim that processed the application earlier today.,1111,3,,
5550,Experiment Group,,1,,,0.93,Julia graded the assignment which you believe the students submitted on time.,1014,4,,
5550,Experiment Group,,5,,,0.38,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,5,,
5550,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,6,,
5550,Experiment Group,,9002,,,0.12,The money was stolen the money.,9002,7,,
5550,Experiment Group,,13,,,0.56,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,8,,
5550,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,9,,
5550,Experiment Group,,8,,,0.62,Charles notices the experts who you think that updated the software last month.,1081,10,,
5550,Experiment Group,,9007,,,0.24,"Promise to wash, Neal did the car.",9007,11,,
5550,Experiment Group,,7,,,0.53,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,12,,
5550,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,13,,
5550,Experiment Group,,3,,,0.56,Sophia identifies the researchers who we assume that published the article last year.,1031,14,,
5550,Experiment Group,,9008,,,0.19,"Want to eat, James did the pie.",9008,15,,
5550,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,16,,
5550,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,17,,
5550,Experiment Group,,9005,,,0.11,Who was that the principal would fire expected by the reporters?,9005,18,,
5550,Experiment Group,,9006,,,0.06,What was that the movers would break feared by the family?,9006,19,,
5550,Experiment Group,,9,,,0.59,Ben respects the professors who we assume that established the system long ago.,1091,20,,
5550,Experiment Group,,9003,,,0.54,Matthew the problem solved after thinking about it careful.,9003,21,,
5550,Experiment Group,,9001,,,0.46,John was kissed John.,9001,22,,
5550,Experiment Group,,16,,,0.59,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,23,,
5550,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,24,,
5550,Experiment Group,,15,,,0.41,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,25,,
5550,Experiment Group,,9004,,,0.3,The visitors the paintings admires  in the museum yesterday.,9004,26,,
5550,Experiment Group,,8001,,,0.99,Joshua hates eating sushi. ,8001,27,,
5550,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,28,,
5550,Experiment Group,,4,,,0.96,Kate called the workers who you said filed the complaint this week.,1042,29,,
5550,Experiment Group,,6,,,0.72,Emily approved the plan which you suppose that the colleagues finalized right away.,1063,30,,
5550,Experiment Group,,14,,,0.61,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,31,,
5550,Experiment Group,,2,,,0.89,Mary read the report which we think the employees completed very early. ,1024,32,,
5533,Experiment Group,,,practice_good,practice_good,0.97,,,0,0,
5533,Experiment Group,,,practice_bad,practice_bad,0.02,,,0,0,
5533,Experiment Group,,12,,,0.76,Derek drafted the proposal which you supposed that the directors approved that evening.,1123,1,,
5533,Experiment Group,,7,,,0.97,Jake cancelled the meeting which we believe the secretaries scheduled this morning.,1074,2,,
5533,Experiment Group,,16,,,0.65,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,3,,
5533,Experiment Group,,5,,,0.68,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,4,,
5533,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,5,,
5533,Experiment Group,,6,,,0.57,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,6,,
5533,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,7,,
5533,Experiment Group,,4,,,0.52,Kate called the workers who you said that filed the complaint this week.,1041,8,,
5533,Experiment Group,,8006,,,0.97,Tommy attempted to take a picture.,8006,9,,
5533,Experiment Group,,1,,,0.57,Julia knows the students who you believe that submitted the assignment on time.,1011,10,,
5533,Experiment Group,,9007,,,0.03,"Promise to wash, Neal did the car.",9007,11,,
5533,Experiment Group,,9008,,,0.02,"Want to eat, James did the pie.",9008,12,,
5533,Experiment Group,,13,,,0.55,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,13,,
5533,Experiment Group,,9003,,,0.12,Matthew the problem solved after thinking about it careful.,9003,14,,
5533,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,15,,
5533,Experiment Group,,2,,,0.21,Mary recognizes the employees who we think that completed the report very early.,1021,16,,
5533,Experiment Group,,9006,,,0.01,What was that the movers would break feared by the family?,9006,17,,
5533,Experiment Group,,8001,,,0.99,Joshua hates eating sushi. ,8001,18,,
5533,Experiment Group,,14,,,0.55,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,19,,
5533,Experiment Group,,9005,,,0.03,Who was that the principal would fire expected by the reporters?,9005,20,,
5533,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,21,,
5533,Experiment Group,,9,,,0.52,Ben respects the professors who we assume that established the system long ago.,1091,22,,
5533,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,23,,
5533,Experiment Group,,8003,,,0.98,The manager reviewed the report before the meeting started.,8003,24,,
5533,Experiment Group,,9001,,,0.03,John was kissed John.,9001,25,,
5533,Experiment Group,,10,,,0.65,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,26,,
5533,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,27,,
5533,Experiment Group,,8005,,,0.97,Vivian attempted to write short stories.,8005,28,,
5533,Experiment Group,,3,,,1,Sophia downloaded the article which we assume the researchers published last year.,1034,29,,
5533,Experiment Group,,15,,,0.53,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,30,,
5533,Experiment Group,,8,,,0.98,Charles notices the experts who you think updated the software last month.,1082,31,,
5533,Experiment Group,,11,,,0.58,Paul filed the application which we claim that the technicians processed earlier today.,1113,32,,
5532,Experiment Group,,,practice_good,practice_good,0.98,,,0,0,
5532,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5532,Experiment Group,,11,,,0.4,Paul filed the application which we claim that the technicians processed earlier today.,1113,1,,
5532,Experiment Group,,2,,,0.69,Mary read the report which we think the employees completed very early. ,1024,2,,
5532,Experiment Group,,9,,,0.6,Ben respects the professors who we assume that established the system long ago.,1091,3,,
5532,Experiment Group,,10,,,0.68,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,4,,
5532,Experiment Group,,13,,,0.67,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,5,,
5532,Experiment Group,,8005,,,0.91,Vivian attempted to write short stories.,8005,6,,
5532,Experiment Group,,8008,,,0.78,It seems to Dave that Gregory left deliberately. ,8008,7,,
5532,Experiment Group,,5,,,0.39,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,8,,
5532,Experiment Group,,8003,,,0.9,The manager reviewed the report before the meeting started.,8003,9,,
5532,Experiment Group,,3,,,0.72,Sophia identifies the researchers who we assume that published the article last year.,1031,10,,
5532,Experiment Group,,9005,,,0.28,Who was that the principal would fire expected by the reporters?,9005,11,,
5532,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,12,,
5532,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,13,,
5532,Experiment Group,,9007,,,0.23,"Promise to wash, Neal did the car.",9007,14,,
5532,Experiment Group,,9008,,,0.19,"Want to eat, James did the pie.",9008,15,,
5532,Experiment Group,,15,,,0.28,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,16,,
5532,Experiment Group,,8004,,,0.68,Anna borrowed a book from the library yesterday afternoon.,8004,17,,
5532,Experiment Group,,9002,,,0.03,The money was stolen the money.,9002,18,,
5532,Experiment Group,,9006,,,0.01,What was that the movers would break feared by the family?,9006,19,,
5532,Experiment Group,,4,,,0.17,Kate called the workers who you said that filed the complaint this week.,1041,20,,
5532,Experiment Group,,9003,,,0.18,Matthew the problem solved after thinking about it careful.,9003,21,,
5532,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,22,,
5532,Experiment Group,,1,,,0.72,Julia knows the students who you believe that submitted the assignment on time.,1011,23,,
5532,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,24,,
5532,Experiment Group,,8007,,,0.13,It seems to Carla that Robert studied for the test effectively.,8007,25,,
5532,Experiment Group,,6,,,0.34,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,26,,
5532,Experiment Group,,9001,,,0,John was kissed John.,9001,27,,
5532,Experiment Group,,16,,,0.78,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,28,,
5532,Experiment Group,,14,,,0.59,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,29,,
5532,Experiment Group,,7,,,0.68,Jake cancelled the meeting which we believe the secretaries scheduled this morning.,1074,30,,
5532,Experiment Group,,12,,,0.7,Derek drafted the proposal which you supposed that the directors approved that evening.,1123,31,,
5532,Experiment Group,,8,,,0.23,Charles notices the experts who you think updated the software last month.,1082,32,,
5493,Experiment Group,,,practice_good,practice_good,0.71,,,0,0,
5493,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5493,Experiment Group,,1,,,0.8,Julia graded the assignment which you believe the students submitted on time.,1014,1,,
5493,Experiment Group,,15,,,0.37,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,2,,
5493,Experiment Group,,10,,,0.25,Daniel found the document which you said that the agents archived pretty efficiently.,1103,3,,
5493,Experiment Group,,13,,,0.25,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,4,,
5493,Experiment Group,,11,,,0.17,Paul visits the technicians who we claim that processed the application earlier today.,1111,5,,
5493,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,6,,
5493,Experiment Group,,3,,,0.18,Sophia identifies the researchers who we assume that published the article last year.,1031,7,,
5493,Experiment Group,,8007,,,0.98,It seems to Carla that Robert studied for the test effectively.,8007,8,,
5493,Experiment Group,,9007,,,0.08,"Promise to wash, Neal did the car.",9007,9,,
5493,Experiment Group,,7,,,0.21,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,10,,
5493,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,11,,
5493,Experiment Group,,4,,,0.13,Kate called the workers who you said that filed the complaint this week.,1041,12,,
5493,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,13,,
5493,Experiment Group,,8008,,,0.85,It seems to Dave that Gregory left deliberately. ,8008,14,,
5493,Experiment Group,,9005,,,0.17,Who was that the principal would fire expected by the reporters?,9005,15,,
5493,Experiment Group,,9006,,,0.07,What was that the movers would break feared by the family?,9006,16,,
5493,Experiment Group,,9003,,,0.06,Matthew the problem solved after thinking about it careful.,9003,17,,
5493,Experiment Group,,9,,,0.1,Ben respects the professors who we assume that established the system long ago.,1091,18,,
5493,Experiment Group,,8004,,,0.93,Anna borrowed a book from the library yesterday afternoon.,8004,19,,
5493,Experiment Group,,8001,,,0.96,Joshua hates eating sushi. ,8001,20,,
5493,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,21,,
5493,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,22,,
5493,Experiment Group,,2,,,0.09,Mary recognizes the employees who we think that completed the report very early.,1021,23,,
5493,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,24,,
5493,Experiment Group,,8,,,0.04,Charles notices the experts who you think that updated the software last month.,1081,25,,
5493,Experiment Group,,9001,,,0.01,John was kissed John.,9001,26,,
5493,Experiment Group,,12,,,0.03,Derek supports the directors who you supposed that approved the proposal that evening.,1121,27,,
5493,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,28,,
5493,Experiment Group,,14,,,0.01,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,29,,
5493,Experiment Group,,16,,,0.75,Oliver examined the prototype which you assume the candidates designed last spring.,1164,30,,
5493,Experiment Group,,6,,,0.05,Emily approved the plan which you suppose that the colleagues finalized right away.,1063,31,,
5493,Experiment Group,,5,,,0.65,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,32,,
5518,Experiment Group,,,practice_good,practice_good,0.96,,,0,0,
5518,Experiment Group,,,practice_bad,practice_bad,0.03,,,0,0,
5518,Experiment Group,,8,,,0.02,Charles uninstalled the software which you think that the experts updated last month.,1083,1,,
5518,Experiment Group,,15,,,0.01,Natalie received the packages which we suppose the guests delivered this afternoon.,1154,2,,
5518,Experiment Group,,5,,,0.03,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,3,,
5518,Experiment Group,,4,,,0.01,Kate called the workers who you said that filed the complaint this week.,1041,4,,
5518,Experiment Group,,9001,,,0.01,John was kissed John.,9001,5,,
5518,Experiment Group,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,6,,
5518,Experiment Group,,7,,,0.01,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,7,,
5518,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,8,,
5518,Experiment Group,,9005,,,0.01,Who was that the principal would fire expected by the reporters?,9005,9,,
5518,Experiment Group,,9,,,0,Ben respects the professors who we assume that established the system long ago.,1091,10,,
5518,Experiment Group,,8003,,,0.97,The manager reviewed the report before the meeting started.,8003,11,,
5518,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,12,,
5518,Experiment Group,,13,,,0.04,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,13,,
5518,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,14,,
5518,Experiment Group,,8007,,,0,It seems to Carla that Robert studied for the test effectively.,8007,15,,
5518,Experiment Group,,8008,,,0.03,It seems to Dave that Gregory left deliberately. ,8008,16,,
5518,Experiment Group,,10,,,0.04,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,17,,
5518,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,18,,
5518,Experiment Group,,6,,,0.01,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,19,,
5518,Experiment Group,,9006,,,0.01,What was that the movers would break feared by the family?,9006,20,,
5518,Experiment Group,,2,,,0.03,Mary recognizes the employees who we think that completed the report very early.,1021,21,,
5518,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,22,,
5518,Experiment Group,,1,,,0.01,Julia knows the students who you believe that submitted the assignment on time.,1011,23,,
5518,Experiment Group,,9002,,,0,The money was stolen the money.,9002,24,,
5518,Experiment Group,,9007,,,0.01,"Promise to wash, Neal did the car.",9007,25,,
5518,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,26,,
5518,Experiment Group,,11,,,0.05,Paul visits the technicians who we claim that processed the application earlier today.,1111,27,,
5518,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,28,,
5518,Experiment Group,,16,,,0.05,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,29,,
5518,Experiment Group,,3,,,0.03,Sophia downloaded the article which we assume that the researchers published last year.,1033,30,,
5518,Experiment Group,,12,,,0.04,Derek drafted the proposal which you supposed the directors approved that evening.,1124,31,,
5518,Experiment Group,,14,,,0.03,Kevin thanked the assistants who you think prepared the presentation yesterday.,1142,32,,
5507,Experiment Group,,,practice_good,practice_good,0.88,,,0,0,
5507,Experiment Group,,,practice_bad,practice_bad,0.02,,,0,0,
5507,Experiment Group,,6,,,0.08,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,1,,
5507,Experiment Group,,1,,,0.53,Julia graded the assignment which you believe the students submitted on time.,1014,2,,
5507,Experiment Group,,8,,,0.65,Charles uninstalled the software which you think that the experts updated last month.,1083,3,,
5507,Experiment Group,,9,,,0.94,Ben respects the professors who we assume established the system long ago.,1092,4,,
5507,Experiment Group,,10,,,0.42,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,5,,
5507,Experiment Group,,9007,,,0.12,"Promise to wash, Neal did the car.",9007,6,,
5507,Experiment Group,,8003,,,0.81,The manager reviewed the report before the meeting started.,8003,7,,
5507,Experiment Group,,9003,,,0.05,Matthew the problem solved after thinking about it careful.,9003,8,,
5507,Experiment Group,,5,,,0.14,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,9,,
5507,Experiment Group,,9004,,,0.04,The visitors the paintings admires  in the museum yesterday.,9004,10,,
5507,Experiment Group,,9001,,,0,John was kissed John.,9001,11,,
5507,Experiment Group,,13,,,0.06,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,12,,
5507,Experiment Group,,9005,,,0.02,Who was that the principal would fire expected by the reporters?,9005,13,,
5507,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,14,,
5507,Experiment Group,,16,,,0.36,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,15,,
5507,Experiment Group,,8001,,,0.99,Joshua hates eating sushi. ,8001,16,,
5507,Experiment Group,,14,,,0.16,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,17,,
5507,Experiment Group,,8005,,,0.95,Vivian attempted to write short stories.,8005,18,,
5507,Experiment Group,,8004,,,0.98,Anna borrowed a book from the library yesterday afternoon.,8004,19,,
5507,Experiment Group,,9008,,,0.02,"Want to eat, James did the pie.",9008,20,,
5507,Experiment Group,,8006,,,0.97,Tommy attempted to take a picture.,8006,21,,
5507,Experiment Group,,9006,,,0,What was that the movers would break feared by the family?,9006,22,,
5507,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,23,,
5507,Experiment Group,,2,,,0.01,Mary recognizes the employees who we think that completed the report very early.,1021,24,,
5507,Experiment Group,,8008,,,0.02,It seems to Dave that Gregory left deliberately. ,8008,25,,
5507,Experiment Group,,4,,,0.03,Kate called the workers who you said that filed the complaint this week.,1041,26,,
5507,Experiment Group,,8007,,,0.04,It seems to Carla that Robert studied for the test effectively.,8007,27,,
5507,Experiment Group,,11,,,0.04,Paul visits the technicians who we claim that processed the application earlier today.,1111,28,,
5507,Experiment Group,,3,,,0.22,Sophia identifies the researchers who we assume that published the article last year.,1031,29,,
5507,Experiment Group,,15,,,0.13,Natalie received the packages which we suppose the guests delivered this afternoon.,1154,30,,
5507,Experiment Group,,12,,,0.28,Derek supports the directors who you supposed approved the proposal that evening.,1122,31,,
5507,Experiment Group,,7,,,0.24,Jake cancelled the meeting which we believe that the secretaries scheduled this morning.,1073,32,,
5528,Experiment Group,,,practice_good,practice_good,0.93,,,0,0,
5528,Experiment Group,1,,practice_bad,practice_bad,0,,,0,2,
5528,Experiment Group,,3,,,0.99,Sophia downloaded the article which we assume the researchers published last year.,1034,1,,
5528,Experiment Group,,14,,,0.07,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,2,,
5528,Experiment Group,,15,,,0.82,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,3,,
5528,Experiment Group,,8,,,0.17,Charles uninstalled the software which you think that the experts updated last month.,1083,4,,
5528,Experiment Group,,9,,,0.01,Ben respects the professors who we assume that established the system long ago.,1091,5,,
5528,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,6,,
5528,Experiment Group,,10,,,0.07,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,7,,
5528,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,8,,
5528,Experiment Group,,8006,,,0.99,Tommy attempted to take a picture.,8006,9,,
5528,Experiment Group,,11,,,0.56,Paul visits the technicians who we claim that processed the application earlier today.,1111,10,,
5528,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,11,,
5528,Experiment Group,,9008,,,0.01,"Want to eat, James did the pie.",9008,12,,
5528,Experiment Group,,9007,,,0.01,"Promise to wash, Neal did the car.",9007,13,,
5528,Experiment Group,,5,,,0.45,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,14,,
5528,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,15,,
5528,Experiment Group,,13,,,0.76,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,16,,
5528,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,17,,
5528,Experiment Group,,2,,,0.69,Mary recognizes the employees who we think that completed the report very early.,1021,18,,
5528,Experiment Group,,9001,,,0.01,John was kissed John.,9001,19,,
5528,Experiment Group,,9003,,,0.06,Matthew the problem solved after thinking about it careful.,9003,20,,
5528,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,21,,
5528,Experiment Group,,7,,,0.88,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,22,,
5528,Experiment Group,,9006,,,0.16,What was that the movers would break feared by the family?,9006,23,,
5528,Experiment Group,,8007,,,0.99,It seems to Carla that Robert studied for the test effectively.,8007,24,,
5528,Experiment Group,,9005,,,0.31,Who was that the principal would fire expected by the reporters?,9005,25,,
5528,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,26,,
5528,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,27,,
5528,Experiment Group,,12,,,0.56,Derek supports the directors who you supposed that approved the proposal that evening.,1121,28,,
5528,Experiment Group,,16,,,0.76,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,29,,
5528,Experiment Group,,4,,,0.96,Kate called the workers who you said filed the complaint this week.,1042,30,,
5528,Experiment Group,,1,,,0.97,Julia graded the assignment which you believe the students submitted on time.,1014,31,,
5528,Experiment Group,,6,,,0.79,Emily approved the plan which you suppose that the colleagues finalized right away.,1063,32,,
5548,Experiment Group,,,practice_good,practice_good,0.99,,,0,0,
5548,Experiment Group,,,practice_bad,practice_bad,0.03,,,0,0,
5548,Experiment Group,,8,,,0.09,Charles uninstalled the software which you think the experts updated last month.,1084,1,,
5548,Experiment Group,,7,,,0.95,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,2,,
5548,Experiment Group,,4,,,0.07,Kate called the workers who you said that filed the complaint this week.,1041,3,,
5548,Experiment Group,,3,,,0.11,Sophia downloaded the article which we assume that the researchers published last year.,1033,4,,
5548,Experiment Group,,8004,,,0.87,Anna borrowed a book from the library yesterday afternoon.,8004,5,,
5548,Experiment Group,,8001,,,0.88,Joshua hates eating sushi. ,8001,6,,
5548,Experiment Group,,9003,,,0.09,Matthew the problem solved after thinking about it careful.,9003,7,,
5548,Experiment Group,,9002,,,0.05,The money was stolen the money.,9002,8,,
5548,Experiment Group,,8002,,,0.97,Barry likes drinking milkshakes. ,8002,9,,
5548,Experiment Group,,9004,,,0.04,The visitors the paintings admires  in the museum yesterday.,9004,10,,
5548,Experiment Group,,12,,,0.02,Derek supports the directors who you supposed that approved the proposal that evening.,1121,11,,
5548,Experiment Group,,9001,,,0.02,John was kissed John.,9001,12,,
5548,Experiment Group,,8007,,,0.96,It seems to Carla that Robert studied for the test effectively.,8007,13,,
5548,Experiment Group,,11,,,0.01,Paul visits the technicians who we claim that processed the application earlier today.,1111,14,,
5548,Experiment Group,,9006,,,0.05,What was that the movers would break feared by the family?,9006,15,,
5548,Experiment Group,,9005,,,0.03,Who was that the principal would fire expected by the reporters?,9005,16,,
5548,Experiment Group,,13,,,0.03,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,17,,
5548,Experiment Group,,8005,,,0.91,Vivian attempted to write short stories.,8005,18,,
5548,Experiment Group,,5,,,0.11,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,19,,
5548,Experiment Group,,8003,,,0.92,The manager reviewed the report before the meeting started.,8003,20,,
5548,Experiment Group,,15,,,0,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,21,,
5548,Experiment Group,,9008,,,0.06,"Want to eat, James did the pie.",9008,22,,
5548,Experiment Group,,14,,,0.06,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,23,,
5548,Experiment Group,,8008,,,0.95,It seems to Dave that Gregory left deliberately. ,8008,24,,
5548,Experiment Group,,8006,,,0.94,Tommy attempted to take a picture.,8006,25,,
5548,Experiment Group,,6,,,0.02,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,26,,
5548,Experiment Group,,9007,,,0.01,"Promise to wash, Neal did the car.",9007,27,,
5548,Experiment Group,,1,,,0.01,Julia knows the students who you believe that submitted the assignment on time.,1011,28,,
5548,Experiment Group,,10,,,0.02,Daniel found the document which you said the agents archived pretty efficiently.,1104,29,,
5548,Experiment Group,,16,,,0.02,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,30,,
5548,Experiment Group,,9,,,0.7,Ben respects the professors who we assume established the system long ago.,1092,31,,
5548,Experiment Group,,2,,,0.01,Mary read the report which we think that the employees completed very early.,1023,32,,
5538,Experiment Group,,,practice_good,practice_good,0.94,,,0,0,
5538,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5538,Experiment Group,,13,,,0.05,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,1,,
5538,Experiment Group,,14,,,0.6,Kevin reviewed the presentation which you think that the assistants prepared yesterday.,1143,2,,
5538,Experiment Group,,6,,,0.29,Emily approved the plan which you suppose the colleagues finalized right away.,1064,3,,
5538,Experiment Group,,2,,,0.65,Mary recognizes the employees who we think completed the report very early.,1022,4,,
5538,Experiment Group,,3,,,0.09,Sophia identifies the researchers who we assume that published the article last year.,1031,5,,
5538,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,6,,
5538,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,7,,
5538,Experiment Group,,8,,,0.02,Charles notices the experts who you think that updated the software last month.,1081,8,,
5538,Experiment Group,,9003,,,0.02,Matthew the problem solved after thinking about it careful.,9003,9,,
5538,Experiment Group,,9002,,,0.03,The money was stolen the money.,9002,10,,
5538,Experiment Group,,8007,,,0.93,It seems to Carla that Robert studied for the test effectively.,8007,11,,
5538,Experiment Group,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,12,,
5538,Experiment Group,,12,,,0.36,Derek supports the directors who you supposed that approved the proposal that evening.,1121,13,,
5538,Experiment Group,,8008,,,0.99,It seems to Dave that Gregory left deliberately. ,8008,14,,
5538,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,15,,
5538,Experiment Group,,9007,,,0.23,"Promise to wash, Neal did the car.",9007,16,,
5538,Experiment Group,,9,,,0.39,Ben respects the professors who we assume that established the system long ago.,1091,17,,
5538,Experiment Group,,9006,,,0.04,What was that the movers would break feared by the family?,9006,18,,
5538,Experiment Group,,9004,,,0.07,The visitors the paintings admires  in the museum yesterday.,9004,19,,
5538,Experiment Group,,7,,,0.57,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,20,,
5538,Experiment Group,,8001,,,0.99,Joshua hates eating sushi. ,8001,21,,
5538,Experiment Group,,15,,,0.15,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,22,,
5538,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,23,,
5538,Experiment Group,,9001,,,0.01,John was kissed John.,9001,24,,
5538,Experiment Group,,5,,,0.27,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,25,,
5538,Experiment Group,,9008,,,0.3,"Want to eat, James did the pie.",9008,26,,
5538,Experiment Group,,8006,,,0.99,Tommy attempted to take a picture.,8006,27,,
5538,Experiment Group,,4,,,0.13,Kate called the workers who you said that filed the complaint this week.,1041,28,,
5538,Experiment Group,,16,,,0.6,Oliver examined the prototype which you assume that the candidates designed last spring.,1163,29,,
5538,Experiment Group,,10,,,0.5,Daniel found the document which you said the agents archived pretty efficiently.,1104,30,,
